invoice_date,invoice_no,stock_code,customer_id,quantity,unit_price,total_linea
"2010-12-01 09:41:00",536381,47580,15311.0,2,2.55,5.10
"2010-12-01 09:41:00",536381,22261,15311.0,1,0.85,0.85
"2010-12-01 09:41:00",536381,84832,15311.0,1,0.85,0.85
"2010-12-01 09:41:00",536381,22644,15311.0,1,1.45,1.45
"2010-12-01 09:41:00",536381,21533,15311.0,1,4.95,4.95
"2010-12-01 09:41:00",536381,21557,15311.0,2,2.95,5.90
"2010-12-01 09:41:00",536381,15056BL,15311.0,2,5.95,11.90
"2010-12-01 09:41:00",536381,15056N,15311.0,2,5.95,11.90
"2010-12-01 09:41:00",536381,22646,15311.0,4,1.45,5.80
"2010-12-01 09:41:00",536381,22176,15311.0,1,2.95,2.95
"2010-12-01 09:41:00",536381,22438,15311.0,1,1.95,1.95
"2010-12-01 09:41:00",536381,21731,15311.0,2,1.65,3.30
"2010-12-01 09:41:00",536381,22778,15311.0,3,3.95,11.85
"2010-12-01 09:41:00",536381,22719,15311.0,36,1.06,38.16
"2010-12-01 09:41:00",536381,21523,15311.0,10,6.75,67.50
"2010-12-01 09:45:00",536382,10002,16098.0,12,0.85,10.20
"2010-12-01 09:45:00",536382,21912,16098.0,8,3.75,30.00
"2010-12-01 09:45:00",536382,21832,16098.0,12,1.65,19.80
"2010-12-01 09:45:00",536382,22411,16098.0,10,1.95,19.50
"2010-12-01 09:45:00",536382,22379,16098.0,10,2.10,21.00
"2010-12-01 09:45:00",536382,22381,16098.0,50,1.85,92.50
"2010-12-01 09:45:00",536382,22798,16098.0,8,2.95,23.60
"2010-12-01 09:45:00",536382,22726,16098.0,4,3.75,15.00
"2010-12-01 09:45:00",536382,22926,16098.0,12,5.95,71.40
"2010-12-01 09:45:00",536382,22839,16098.0,2,14.95,29.90
"2010-12-01 09:45:00",536382,22838,16098.0,2,14.95,29.90
"2010-12-01 09:45:00",536382,22783,16098.0,4,16.95,67.80
"2010-12-01 09:53:00",536384,82484,18074.0,3,6.45,19.35
"2010-12-01 09:53:00",536384,84755,18074.0,48,0.65,31.20
"2010-12-01 09:53:00",536384,22464,18074.0,12,1.65,19.80
"2010-12-01 09:53:00",536384,21324,18074.0,6,2.95,17.70
"2010-12-01 09:53:00",536384,22457,18074.0,12,2.95,35.40
"2010-12-01 09:53:00",536384,22469,18074.0,40,1.45,58.00
"2010-12-01 09:53:00",536384,22470,18074.0,40,2.55,102.00
"2010-12-01 09:53:00",536384,22224,18074.0,6,2.95,17.70
"2010-12-01 09:53:00",536384,21340,18074.0,2,12.75,25.50
"2010-12-01 09:53:00",536384,22189,18074.0,4,3.95,15.80
"2010-12-01 09:53:00",536384,22427,18074.0,3,5.95,17.85
"2010-12-01 09:53:00",536384,22428,18074.0,6,6.95,41.70
"2010-12-01 09:53:00",536384,22424,18074.0,8,10.95,87.60
"2010-12-01 09:56:00",536385,22783,17420.0,1,19.95,19.95
"2010-12-01 09:56:00",536385,22961,17420.0,12,1.45,17.40
"2010-12-01 09:56:00",536385,22960,17420.0,6,4.25,25.50
"2010-12-01 09:56:00",536385,22663,17420.0,10,1.95,19.50
"2010-12-01 09:56:00",536385,85049A,17420.0,12,1.25,15.00
"2010-12-01 09:56:00",536385,22168,17420.0,2,8.50,17.00
"2010-12-01 09:56:00",536385,22662,17420.0,10,1.65,16.50
"2010-12-01 09:57:00",536386,84880,16029.0,36,4.95,178.20
"2010-12-01 09:57:00",536386,85099C,16029.0,100,1.65,165.00
"2010-12-01 09:57:00",536386,85099B,16029.0,100,1.65,165.00
"2010-12-01 09:58:00",536387,79321,16029.0,192,3.82,733.44
"2010-12-01 09:58:00",536387,22780,16029.0,192,3.37,647.04
"2010-12-01 09:58:00",536387,22779,16029.0,192,3.37,647.04
"2010-12-01 09:58:00",536387,22466,16029.0,432,1.45,626.40
"2010-12-01 09:58:00",536387,21731,16029.0,432,1.25,540.00
"2010-12-01 09:59:00",536388,21754,16250.0,3,5.95,17.85
"2010-12-01 09:59:00",536388,21755,16250.0,3,5.95,17.85
"2010-12-01 09:59:00",536388,21523,16250.0,2,7.95,15.90
"2010-12-01 09:59:00",536388,21363,16250.0,3,4.95,14.85
"2010-12-01 09:59:00",536388,21411,16250.0,3,4.25,12.75
"2010-12-01 09:59:00",536388,22318,16250.0,6,2.95,17.70
"2010-12-01 09:59:00",536388,22464,16250.0,12,1.65,19.80
"2010-12-01 09:59:00",536388,22915,16250.0,12,0.42,5.04
"2010-12-01 09:59:00",536388,22922,16250.0,12,0.85,10.20
"2010-12-01 09:59:00",536388,22969,16250.0,12,1.45,17.40
"2010-12-01 09:59:00",536388,22923,16250.0,12,0.85,10.20
"2010-12-01 09:59:00",536388,21115,16250.0,4,6.75,27.00
"2010-12-01 09:59:00",536388,22469,16250.0,12,1.65,19.80
"2010-12-01 09:59:00",536388,22242,16250.0,12,1.65,19.80
"2010-12-01 10:03:00",536389,22941,12431.0,6,8.50,51.00
"2010-12-01 10:03:00",536389,21622,12431.0,8,4.95,39.60
"2010-12-01 10:03:00",536389,21791,12431.0,12,1.25,15.00
"2010-12-01 10:03:00",536389,35004C,12431.0,6,5.45,32.70
"2010-12-01 10:03:00",536389,35004G,12431.0,4,6.35,25.40
"2010-12-01 10:03:00",536389,85014B,12431.0,6,5.95,35.70
"2010-12-01 10:03:00",536389,85014A,12431.0,3,5.95,17.85
"2010-12-01 10:03:00",536389,22193,12431.0,2,8.50,17.00
"2010-12-01 10:03:00",536389,22726,12431.0,4,3.75,15.00
"2010-12-01 10:03:00",536389,22727,12431.0,4,3.75,15.00
"2010-12-01 10:03:00",536389,22192,12431.0,2,8.50,17.00
"2010-12-01 10:03:00",536389,22191,12431.0,2,8.50,17.00
"2010-12-01 10:03:00",536389,22195,12431.0,24,1.65,39.60
"2010-12-01 10:03:00",536389,22196,12431.0,24,0.85,20.40
"2010-12-01 10:19:00",536390,22941,17511.0,2,8.50,17.00
"2010-12-01 10:19:00",536390,22960,17511.0,12,3.75,45.00
"2010-12-01 10:19:00",536390,22961,17511.0,12,1.45,17.40
"2010-12-01 10:19:00",536390,22962,17511.0,48,0.72,34.56
"2010-12-01 10:19:00",536390,22963,17511.0,48,0.72,34.56
"2010-12-01 10:19:00",536390,22968,17511.0,8,8.50,68.00
"2010-12-01 10:19:00",536390,84970S,17511.0,144,0.64,92.16
"2010-12-01 10:19:00",536390,22910,17511.0,40,2.55,102.00
"2010-12-01 10:19:00",536390,20668,17511.0,288,0.10,28.80
"2010-12-01 10:19:00",536390,85123A,17511.0,64,2.55,163.20
"2010-12-01 10:19:00",536390,22197,17511.0,100,0.72,72.00
"2010-12-01 10:19:00",536390,22198,17511.0,50,1.45,72.50
"2010-12-01 10:19:00",536390,21533,17511.0,12,4.25,51.00
"2010-12-01 10:19:00",536390,21080,17511.0,96,0.64,61.44
"2010-12-01 10:19:00",536390,21094,17511.0,96,0.64,61.44
"2010-12-01 10:19:00",536390,21086,17511.0,48,0.65,31.20
"2010-12-01 10:19:00",536390,21786,17511.0,144,0.32,46.08
"2010-12-01 10:19:00",536390,22654,17511.0,40,4.95,198.00
"2010-12-01 10:19:00",536390,21485,17511.0,24,4.25,102.00
"2010-12-01 10:19:00",536390,84029G,17511.0,24,3.39,81.36
"2010-12-01 10:19:00",536390,84030E,17511.0,24,3.75,90.00
"2010-12-01 10:19:00",536390,22174,17511.0,48,1.48,71.04
"2010-12-01 10:19:00",536390,22969,17511.0,96,1.25,120.00
"2010-12-01 10:19:00",536390,85099B,17511.0,100,1.65,165.00
"2010-12-01 10:29:00",536392,22150,13705.0,6,1.95,11.70
"2010-12-01 10:29:00",536392,22619,13705.0,4,3.75,15.00
"2010-12-01 10:29:00",536392,21891,13705.0,12,1.25,15.00
"2010-12-01 10:29:00",536392,21889,13705.0,12,1.25,15.00
"2010-12-01 10:29:00",536392,22827,13705.0,1,165.00,165.00
"2010-12-01 10:29:00",536392,22127,13705.0,12,1.25,15.00
"2010-12-01 10:29:00",536392,22128,13705.0,12,1.25,15.00
"2010-12-01 10:29:00",536392,22502,13705.0,4,5.95,23.80
"2010-12-01 10:29:00",536392,84879,13705.0,16,1.69,27.04
"2010-12-01 10:29:00",536392,22338,13705.0,24,0.65,15.60
"2010-12-01 10:37:00",536393,22180,13747.0,8,9.95,79.60
"2010-12-01 10:39:00",536394,21506,13408.0,24,0.42,10.08
"2010-12-01 10:39:00",536394,22633,13408.0,96,1.85,177.60
"2010-12-01 10:39:00",536394,22866,13408.0,96,1.85,177.60
"2010-12-01 10:39:00",536394,22865,13408.0,96,1.85,177.60
"2010-12-01 10:39:00",536394,22632,13408.0,96,1.85,177.60
"2010-12-01 10:39:00",536394,21485,13408.0,12,4.95,59.40
"2010-12-01 10:39:00",536394,22349,13408.0,12,3.75,45.00
"2010-12-01 10:39:00",536394,22558,13408.0,48,1.25,60.00
"2010-12-01 10:39:00",536394,85152,13408.0,12,2.10,25.20
"2010-12-01 10:39:00",536394,85123A,13408.0,32,2.55,81.60
"2010-12-01 10:39:00",536394,22652,13408.0,20,1.65,33.00
"2010-12-01 10:47:00",536395,22188,13767.0,8,3.95,31.60
"2010-12-01 10:47:00",536395,84879,13767.0,32,1.69,54.08
"2010-12-01 10:47:00",536395,21977,13767.0,24,0.55,13.20
"2010-12-01 10:47:00",536395,84991,13767.0,24,0.55,13.20
"2010-12-01 10:47:00",536395,21212,13767.0,24,0.55,13.20
"2010-12-01 10:47:00",536395,21484,13767.0,8,3.45,27.60
"2010-12-01 10:47:00",536395,21314,13767.0,8,2.10,16.80
"2010-12-01 10:47:00",536395,22730,13767.0,4,3.75,15.00
"2010-12-01 10:47:00",536395,22727,13767.0,8,3.75,30.00
"2010-12-01 10:47:00",536395,22729,13767.0,8,3.75,30.00
"2010-12-01 10:47:00",536395,22726,13767.0,8,3.75,30.00
"2010-12-01 10:47:00",536395,22114,13767.0,8,3.95,31.60
"2010-12-01 10:47:00",536395,22867,13767.0,48,2.10,100.80
"2010-12-01 10:47:00",536395,22866,13767.0,48,2.10,100.80
"2010-12-01 10:51:00",536396,85123A,17850.0,6,2.55,15.30
"2010-12-01 10:51:00",536396,71053,17850.0,6,3.39,20.34
"2010-12-01 10:51:00",536396,84406B,17850.0,8,2.75,22.00
"2010-12-01 10:51:00",536396,15056BL,17850.0,6,4.95,29.70
"2010-12-01 10:51:00",536396,20679,17850.0,6,4.95,29.70
"2010-12-01 10:51:00",536396,37370,17850.0,6,1.06,6.36
"2010-12-01 10:51:00",536396,21871,17850.0,6,1.06,6.36
"2010-12-01 10:51:00",536396,21071,17850.0,6,1.06,6.36
"2010-12-01 10:51:00",536396,21068,17850.0,6,1.06,6.36
"2010-12-01 10:51:00",536396,82483,17850.0,2,4.95,9.90
"2010-12-01 10:51:00",536396,82486,17850.0,4,6.95,27.80
"2010-12-01 10:51:00",536396,82482,17850.0,6,2.10,12.60
"2010-12-01 10:51:00",536396,82494L,17850.0,12,2.55,30.60
"2010-12-01 10:51:00",536396,84029G,17850.0,6,3.39,20.34
"2010-12-01 10:51:00",536396,84029E,17850.0,6,3.39,20.34
"2010-12-01 10:51:00",536396,22752,17850.0,2,7.65,15.30
"2010-12-01 10:51:00",536396,22803,17850.0,2,35.75,71.50
"2010-12-01 10:51:00",536396,21730,17850.0,6,4.25,25.50
"2010-12-01 10:51:00",536397,35004B,17924.0,12,4.65,55.80
"2010-12-01 10:51:00",536397,35004C,17924.0,48,4.65,223.20
"2010-12-01 10:52:00",536398,21980,13448.0,24,0.29,6.96
"2010-12-01 10:52:00",536398,21844,13448.0,6,2.95,17.70
"2010-12-01 10:52:00",536398,22468,13448.0,4,6.75,27.00
"2010-12-01 10:52:00",536398,22637,13448.0,8,2.55,20.40
"2010-12-01 10:52:00",536398,22752,13448.0,6,8.50,51.00
"2010-12-01 10:52:00",536398,48185,13448.0,2,7.95,15.90
"2010-12-01 10:52:00",536398,22632,13448.0,12,2.10,25.20
"2010-12-01 10:52:00",536398,22866,13448.0,12,2.10,25.20
"2010-12-01 10:52:00",536398,22865,13448.0,12,2.10,25.20
"2010-12-01 10:52:00",536398,21232,13448.0,12,1.25,15.00
"2010-12-01 10:52:00",536398,22064,13448.0,12,1.65,19.80
"2010-12-01 10:52:00",536398,22449,13448.0,6,3.35,20.10
"2010-12-01 10:52:00",536398,22114,13448.0,4,3.95,15.80
"2010-12-01 10:52:00",536398,22835,13448.0,8,4.65,37.20
"2010-12-01 10:52:00",536398,22112,13448.0,9,4.95,44.55
"2010-12-01 10:52:00",536398,21479,13448.0,4,3.75,15.00
"2010-12-01 10:52:00",536398,22111,13448.0,9,4.95,44.55
"2010-12-01 10:52:00",536399,22632,17850.0,6,1.85,11.10
"2010-12-01 10:52:00",536399,22633,17850.0,6,1.85,11.10
"2010-12-01 10:53:00",536400,22969,13448.0,12,1.45,17.40
"2010-12-01 11:21:00",536401,22110,15862.0,1,2.55,2.55
"2010-12-01 11:21:00",536401,22098,15862.0,1,1.25,1.25
"2010-12-01 11:21:00",536401,22100,15862.0,2,1.25,2.50
"2010-12-01 11:21:00",536401,22766,15862.0,1,2.95,2.95
"2010-12-01 11:21:00",536401,22451,15862.0,1,3.35,3.35
"2010-12-01 11:21:00",536401,22549,15862.0,1,1.45,1.45
"2010-12-01 11:21:00",536401,84744,15862.0,1,1.25,1.25
"2010-12-01 11:21:00",536401,85049E,15862.0,2,1.25,2.50
"2010-12-01 11:21:00",536401,21328,15862.0,1,1.65,1.65
"2010-12-01 11:21:00",536401,22961,15862.0,4,1.45,5.80
"2010-12-01 11:21:00",536401,17091A,15862.0,1,1.25,1.25
"2010-12-01 11:21:00",536401,22473,15862.0,1,4.95,4.95
"2010-12-01 11:21:00",536401,84509A,15862.0,2,3.75,7.50
"2010-12-01 11:21:00",536401,84510A,15862.0,2,1.25,2.50
"2010-12-01 11:21:00",536401,22767,15862.0,2,9.95,19.90
"2010-12-01 11:21:00",536401,22768,15862.0,1,9.95,9.95
"2010-12-01 11:21:00",536401,21463,15862.0,1,5.95,5.95
"2010-12-01 11:21:00",536401,21464,15862.0,1,4.25,4.25
"2010-12-01 11:21:00",536401,20820,15862.0,3,4.95,14.85
"2010-12-01 11:21:00",536401,85150,15862.0,1,2.55,2.55
"2010-12-01 11:21:00",536401,22117,15862.0,1,2.95,2.95
"2010-12-01 11:21:00",536401,21169,15862.0,2,1.69,3.38
"2010-12-01 11:21:00",536401,48129,15862.0,1,7.95,7.95
"2010-12-01 11:21:00",536401,82580,15862.0,1,0.55,0.55
"2010-12-01 11:21:00",536401,82578,15862.0,1,0.55,0.55
"2010-12-01 11:21:00",536401,82581,15862.0,2,0.55,1.10
"2010-12-01 11:21:00",536401,22413,15862.0,4,2.95,11.80
"2010-12-01 11:21:00",536401,21907,15862.0,2,2.10,4.20
"2010-12-01 11:21:00",536401,22441,15862.0,1,2.10,2.10
"2010-12-01 11:21:00",536401,21122,15862.0,1,1.25,1.25
"2010-12-01 11:21:00",536401,22851,15862.0,1,0.85,0.85
"2010-12-01 11:21:00",536401,84991,15862.0,3,0.55,1.65
"2010-12-01 11:21:00",536401,22810,15862.0,1,2.95,2.95
"2010-12-01 11:21:00",536401,22809,15862.0,1,2.95,2.95
"2010-12-01 11:21:00",536401,22435,15862.0,2,1.25,2.50
"2010-12-01 11:21:00",536401,20966,15862.0,3,1.25,3.75
"2010-12-01 11:21:00",536401,20963,15862.0,1,1.25,1.25
"2010-12-01 11:21:00",536401,20961,15862.0,1,1.25,1.25
"2010-12-01 11:21:00",536401,22068,15862.0,2,1.65,3.30
"2010-12-01 11:21:00",536401,21743,15862.0,2,2.95,5.90
"2010-12-01 11:21:00",536401,21744,15862.0,2,2.95,5.90
"2010-12-01 11:21:00",536401,84709B,15862.0,1,5.95,5.95
"2010-12-01 11:21:00",536401,21592,15862.0,1,1.25,1.25
"2010-12-01 11:21:00",536401,21587,15862.0,2,2.55,5.10
"2010-12-01 11:21:00",536401,20992,15862.0,9,0.85,7.65
"2010-12-01 11:21:00",536401,22662,15862.0,1,1.65,1.65
"2010-12-01 11:21:00",536401,85123A,15862.0,4,2.95,11.80
"2010-12-01 11:21:00",536401,22804,15862.0,3,2.95,8.85
"2010-12-01 11:21:00",536401,82483,15862.0,1,5.95,5.95
"2010-12-01 11:21:00",536401,20749,15862.0,1,7.95,7.95
"2010-12-01 11:21:00",536401,20725,15862.0,1,1.65,1.65
"2010-12-01 11:21:00",536401,22382,15862.0,2,1.65,3.30
"2010-12-01 11:21:00",536401,20726,15862.0,1,1.65,1.65
"2010-12-01 11:21:00",536401,22384,15862.0,1,1.65,1.65
"2010-12-01 11:21:00",536401,22467,15862.0,5,2.55,12.75
"2010-12-01 11:21:00",536401,84625C,15862.0,3,2.95,8.85
"2010-12-01 11:21:00",536401,84625A,15862.0,3,2.95,8.85
"2010-12-01 11:21:00",536401,21108,15862.0,9,2.55,22.95
"2010-12-01 11:21:00",536401,22848,15862.0,1,16.95,16.95
"2010-12-01 11:21:00",536401,21033,15862.0,4,2.95,11.80
"2010-12-01 11:21:00",536401,47570B,15862.0,1,10.65,10.65
"2010-12-01 11:21:00",536401,84030E,15862.0,1,4.25,4.25
"2010-12-01 11:21:00",536401,22428,15862.0,2,6.95,13.90
"2010-12-01 11:21:00",536401,22502,15862.0,2,5.95,11.90
"2010-12-01 11:22:00",536402,22086,15513.0,40,2.55,102.00
"2010-12-01 11:22:00",536402,22910,15513.0,40,2.55,102.00
"2010-12-01 11:22:00",536402,22837,15513.0,36,4.25,153.00
"2010-12-01 11:27:00",536403,22867,12791.0,96,1.85,177.60
"2010-12-01 11:29:00",536404,22297,16218.0,24,1.25,30.00
"2010-12-01 11:29:00",536404,22771,16218.0,12,1.25,15.00
"2010-12-01 11:29:00",536404,22772,16218.0,12,1.25,15.00
"2010-12-01 11:29:00",536404,22773,16218.0,12,1.25,15.00
"2010-12-01 11:29:00",536404,22805,16218.0,12,1.25,15.00
"2010-12-01 11:29:00",536404,22469,16218.0,12,1.65,19.80
"2010-12-01 11:29:00",536404,22197,16218.0,36,0.85,30.60
"2010-12-01 11:29:00",536404,21125,16218.0,12,1.25,15.00
"2010-12-01 11:29:00",536404,21126,16218.0,12,1.25,15.00
"2010-12-01 11:29:00",536404,85049C,16218.0,12,1.25,15.00
"2010-12-01 11:29:00",536404,85049D,16218.0,12,1.25,15.00
"2010-12-01 11:29:00",536404,85049E,16218.0,12,1.25,15.00
"2010-12-01 11:29:00",536404,85049G,16218.0,12,1.25,15.00
"2010-12-01 11:29:00",536404,21061,16218.0,12,0.85,10.20
"2010-12-01 11:29:00",536404,21063,16218.0,12,0.85,10.20
"2010-12-01 11:29:00",536404,21062,16218.0,12,0.85,10.20
"2010-12-01 11:29:00",536404,84380,16218.0,12,1.25,15.00
"2010-12-01 11:29:00",536404,84378,16218.0,12,1.25,15.00
"2010-12-01 11:29:00",536404,22964,16218.0,12,2.10,25.20
"2010-12-01 11:29:00",536404,21213,16218.0,24,0.55,13.20
